ID,Name,Type_1,Type_2,HP,Attack,Defense,Sp_Atk,Sp_Def,Speed,Generation,Legendary,TOTAL
354,Banette,Ghost,,64,115,65,83,63,65,3,FALSE,101
354,BanetteMega Banette,Ghost,,64,165,75,93,83,75,3,FALSE,107
355,Duskull,Ghost,,20,40,90,30,90,25,3,FALSE,23
356,Dusclops,Ghost,,40,70,130,60,130,25,3,FALSE,54
357,Tropius,Grass,Flying,99,68,83,72,87,51,3,FALSE,214
358,Chimecho,Psychic,,65,50,70,95,80,65,3,FALSE,101
359,Absol,Dark,,65,130,60,75,60,75,3,FALSE,103
359,AbsolMega Absol,Dark,,65,150,60,115,60,115,3,FALSE,107
360,Wynaut,Psychic,,95,23,48,23,48,23,3,FALSE,190
361,Snorunt,Ice,,50,50,50,50,50,50,3,FALSE,61
362,Glalie,Ice,,80,80,80,80,80,80,3,FALSE,146
362,GlalieMega Glalie,Ice,,80,120,80,120,80,100,3,FALSE,150
363,Spheal,Ice,Water,70,40,50,55,50,25,3,FALSE,108
364,Sealeo,Ice,Water,90,60,70,75,70,45,3,FALSE,178
365,Walrein,Ice,Water,110,80,90,95,90,65,3,FALSE,263
366,Clamperl,Water,,35,64,85,74,55,32,3,FALSE,39
367,Huntail,Water,,55,104,105,94,75,52,3,FALSE,81
368,Gorebyss,Water,,55,84,105,114,75,52,3,FALSE,79
369,Relicanth,Water,Rock,100,90,130,45,65,55,3,FALSE,218
370,Luvdisc,Water,,43,30,55,40,65,97,3,FALSE,51
371,Bagon,Dragon,,45,75,60,40,30,50,3,FALSE,53
372,Shelgon,Dragon,,65,95,100,60,50,50,3,FALSE,101
373,Salamence,Dragon,Flying,95,135,80,110,80,100,3,FALSE,202
373,SalamenceMega Salamence,Dragon,Flying,95,145,130,120,90,120,3,FALSE,208
374,Beldum,Steel,Psychic,40,55,80,35,60,30,3,FALSE,45
375,Metang,Steel,Psychic,60,75,100,55,80,50,3,FALSE,90
376,Metagross,Steel,Psychic,80,135,130,95,90,70,3,FALSE,151
376,MetagrossMega Metagross,Steel,Psychic,80,145,150,105,110,110,3,FALSE,158
377,Regirock,Rock,,80,100,200,50,100,50,3,TRUE,153
378,Regice,Ice,,80,50,100,100,200,50,3,TRUE,154
379,Registeel,Steel,,80,75,150,75,150,50,3,TRUE,155
380,Latias,Dragon,Psychic,80,80,90,110,130,110,3,TRUE,152
380,LatiasMega Latias,Dragon,Psychic,80,100,120,140,150,110,3,TRUE,156
381,Latios,Dragon,Psychic,80,90,80,130,110,110,3,TRUE,151
381,LatiosMega Latios,Dragon,Psychic,80,130,100,160,120,110,3,TRUE,157
382,Kyogre,Water,,100,100,90,150,140,90,3,TRUE,226
382,KyogrePrimal Kyogre,Water,,100,150,90,180,160,90,3,TRUE,231
383,Groudon,Ground,,100,150,140,100,90,90,3,TRUE,225
383,GroudonPrimal Groudon,Ground,Fire,100,180,160,150,90,90,3,TRUE,232
384,Rayquaza,Dragon,Flying,105,150,90,150,90,95,3,TRUE,246
384,RayquazaMega Rayquaza,Dragon,Flying,105,180,100,180,100,115,3,TRUE,250
385,Jirachi,Steel,Psychic,100,100,100,100,100,100,3,TRUE,223
386,DeoxysNormal Forme,Psychic,,50,150,50,150,50,150,3,TRUE,72
386,DeoxysAttack Forme,Psychic,,50,180,20,180,20,150,3,TRUE,70
386,DeoxysDefense Forme,Psychic,,50,70,160,70,160,90,3,TRUE,78
386,DeoxysSpeed Forme,Psychic,,50,95,90,95,90,180,3,TRUE,74
387,Turtwig,Grass,,55,68,64,45,55,31,4,FALSE,75
388,Grotle,Grass,,75,89,85,55,65,36,4,FALSE,128
389,Torterra,Grass,Ground,95,109,105,75,85,56,4,FALSE,201
390,Chimchar,Fire,,44,58,44,58,44,61,4,FALSE,52
391,Monferno,Fire,Fighting,64,78,52,78,52,81,4,FALSE,96
392,Infernape,Fire,Fighting,76,104,71,104,71,108,4,FALSE,136
393,Piplup,Water,,53,51,53,61,56,40,4,FALSE,68
394,Prinplup,Water,,64,66,68,81,76,50,4,FALSE,97
395,Empoleon,Water,Steel,84,86,88,111,101,60,4,FALSE,164
396,Starly,Normal,Flying,40,55,30,30,30,60,4,FALSE,40
397,Staravia,Normal,Flying,55,75,50,40,40,80,4,FALSE,75
398,Staraptor,Normal,Flying,85,120,70,50,60,100,4,FALSE,164
399,Bidoof,Normal,,59,45,40,35,40,31,4,FALSE,81
400,Bibarel,Normal,Water,79,85,60,55,60,71,4,FALSE,141
401,Kricketot,Bug,,37,25,41,25,41,25,4,FALSE,37
402,Kricketune,Bug,,77,85,51,55,51,65,4,FALSE,133
403,Shinx,Electric,,45,65,34,40,34,45,4,FALSE,52
404,Luxio,Electric,,60,85,49,60,49,60,4,FALSE,85
405,Luxray,Electric,,80,120,79,95,79,70,4,FALSE,150
406,Budew,Grass,Poison,40,30,35,50,70,55,4,FALSE,45
407,Roserade,Grass,Poison,60,70,65,125,105,90,4,FALSE,94
408,Cranidos,Rock,,67,125,40,30,30,58,4,FALSE,105
409,Rampardos,Rock,,97,165,60,65,50,58,4,FALSE,209
410,Shieldon,Rock,Steel,30,42,118,42,88,30,4,FALSE,36
411,Bastiodon,Rock,Steel,60,52,168,47,138,30,4,FALSE,95
412,Burmy,Bug,,40,29,45,29,45,36,4,FALSE,41
413,WormadamPlant Cloak,Bug,Grass,60,59,85,79,105,36,4,FALSE,92
413,WormadamSandy Cloak,Bug,Ground,60,79,105,59,85,36,4,FALSE,91
413,WormadamTrash Cloak,Bug,Steel,60,69,95,69,95,36,4,FALSE,89
414,Mothim,Bug,Flying,70,94,50,94,50,66,4,FALSE,114
415,Combee,Bug,Flying,30,30,42,30,42,70,4,FALSE,27
416,Vespiquen,Bug,Flying,70,80,102,80,102,40,4,FALSE,119
417,Pachirisu,Electric,,60,45,70,45,90,95,4,FALSE,89
418,Buizel,Water,,55,65,35,60,30,85,4,FALSE,73
419,Floatzel,Water,,85,105,55,85,50,115,4,FALSE,161
420,Cherubi,Grass,,45,35,45,62,53,35,4,FALSE,52
421,Cherrim,Grass,,70,60,70,87,78,85,4,FALSE,114
422,Shellos,Water,,76,48,48,57,62,34,4,FALSE,129
423,Gastrodon,Water,Ground,111,83,68,92,82,39,4,FALSE,263
424,Ambipom,Normal,,75,100,66,60,66,115,4,FALSE,131
425,Drifloon,Ghost,Flying,90,50,34,60,44,70,4,FALSE,172
426,Drifblim,Ghost,Flying,150,80,44,90,54,80,4,FALSE,464
427,Buneary,Normal,,55,66,44,44,56,85,4,FALSE,74
428,Lopunny,Normal,,65,76,84,54,96,105,4,FALSE,104
428,LopunnyMega Lopunny,Normal,Fighting,65,136,94,54,96,135,4,FALSE,110
429,Mismagius,Ghost,,60,60,60,105,105,105,4,FALSE,91
430,Honchkrow,Dark,Flying,100,125,52,105,52,71,4,FALSE,217
431,Glameow,Normal,,49,55,42,42,37,85,4,FALSE,61
432,Purugly,Normal,,71,82,64,64,59,112,4,FALSE,118
433,Chingling,Psychic,,45,30,50,65,50,45,4,FALSE,53
434,Stunky,Poison,Dark,63,63,47,41,41,74,4,FALSE,93
435,Skuntank,Poison,Dark,103,93,67,71,61,84,4,FALSE,231
436,Bronzor,Steel,Psychic,57,24,86,24,86,23,4,FALSE,78
437,Bronzong,Steel,Psychic,67,89,116,79,116,33,4,FALSE,113
438,Bonsly,Rock,,50,80,95,10,45,10,4,FALSE,63
439,Mime Jr.,Psychic,Fairy,20,25,45,70,90,60,4,FALSE,21
440,Happiny,Normal,,100,5,5,15,65,30,4,FALSE,208
441,Chatot,Normal,Flying,76,65,45,92,42,91,4,FALSE,128
442,Spiritomb,Ghost,Dark,50,92,108,92,108,35,4,FALSE,71
443,Gible,Dragon,Ground,58,70,45,40,45,42,4,FALSE,79
444,Gabite,Dragon,Ground,68,90,65,50,55,82,4,FALSE,109
445,Garchomp,Dragon,Ground,108,130,95,80,85,102,4,FALSE,256
445,GarchompMega Garchomp,Dragon,Ground,108,170,115,120,95,92,4,FALSE,262
446,Munchlax,Normal,,135,85,40,40,85,5,4,FALSE,381
447,Riolu,Fighting,,40,70,40,35,40,60,4,FALSE,43
448,Lucario,Fighting,Steel,70,110,70,115,70,90,4,FALSE,118
448,LucarioMega Lucario,Fighting,Steel,70,145,88,140,70,112,4,FALSE,121
449,Hippopotas,Ground,,68,72,78,38,42,32,4,FALSE,105
450,Hippowdon,Ground,,108,112,118,68,72,47,4,FALSE,255
451,Skorupi,Poison,Bug,40,50,90,30,55,65,4,FALSE,46
452,Drapion,Poison,Dark,70,90,110,60,75,95,4,FALSE,119
453,Croagunk,Poison,Fighting,48,61,40,61,40,50,4,FALSE,59
454,Toxicroak,Poison,Fighting,83,106,65,86,65,85,4,FALSE,157
455,Carnivine,Grass,,74,100,72,90,72,46,4,FALSE,129
456,Finneon,Water,,49,49,56,49,61,66,4,FALSE,61
457,Lumineon,Water,,69,69,76,69,86,91,4,FALSE,112
458,Mantyke,Water,Flying,45,20,50,60,120,50,4,FALSE,57
459,Snover,Grass,Ice,60,62,50,62,60,40,4,FALSE,86
460,Abomasnow,Grass,Ice,90,92,75,92,85,60,4,FALSE,181
460,AbomasnowMega Abomasnow,Grass,Ice,90,132,105,132,105,30,4,FALSE,187
461,Weavile,Dark,Ice,70,120,65,45,85,125,4,FALSE,118
462,Magnezone,Electric,Steel,70,70,115,130,90,60,4,FALSE,119
463,Lickilicky,Normal,,110,85,95,80,95,50,4,FALSE,264
464,Rhyperior,Ground,Rock,115,140,130,55,55,40,4,FALSE,286
465,Tangrowth,Grass,,100,100,125,110,50,50,4,FALSE,219
466,Electivire,Electric,,75,123,67,95,85,95,4,FALSE,134
467,Magmortar,Fire,,75,95,67,125,95,83,4,FALSE,134
468,Togekiss,Fairy,Flying,85,50,95,120,115,80,4,FALSE,165
469,Yanmega,Bug,Flying,86,76,86,116,56,95,4,FALSE,165
470,Leafeon,Grass,,65,110,130,60,65,95,4,FALSE,106
471,Glaceon,Ice,,65,60,110,130,95,65,4,FALSE,104
472,Gliscor,Ground,Flying,75,95,125,45,75,95,4,FALSE,134
473,Mamoswine,Ice,Ground,110,130,80,70,60,80,4,FALSE,261
474,Porygon-Z,Normal,,85,80,70,135,75,90,4,FALSE,164
475,Gallade,Psychic,Fighting,68,125,65,65,115,80,4,FALSE,115
475,GalladeMega Gallade,Psychic,Fighting,68,165,95,65,115,110,4,FALSE,119
476,Probopass,Rock,Steel,60,55,145,75,150,40,4,FALSE,96
477,Dusknoir,Ghost,,45,100,135,65,135,45,4,FALSE,65
478,Froslass,Ice,Ghost,70,80,70,80,70,110,4,FALSE,117
479,Rotom,Electric,Ghost,50,50,77,95,77,91,4,FALSE,68
479,RotomHeat Rotom,Electric,Fire,50,65,107,105,107,86,4,FALSE,71
479,RotomWash Rotom,Electric,Water,50,65,107,105,107,86,4,FALSE,72
479,RotomFrost Rotom,Electric,Ice,50,65,107,105,107,86,4,FALSE,72
479,RotomFan Rotom,Electric,Flying,50,65,107,105,107,86,4,FALSE,71
479,RotomMow Rotom,Electric,Grass,50,65,107,105,107,86,4,FALSE,72
480,Uxie,Psychic,,75,75,130,75,130,95,4,TRUE,137
481,Mesprit,Psychic,,80,105,105,105,105,80,4,TRUE,153
482,Azelf,Psychic,,75,125,70,125,70,115,4,TRUE,134
483,Dialga,Steel,Dragon,100,120,120,150,100,90,4,TRUE,227
484,Palkia,Water,Dragon,90,120,100,150,120,100,4,TRUE,190
485,Heatran,Fire,Steel,91,90,106,130,106,77,4,TRUE,190
486,Regigigas,Normal,,110,160,110,80,110,100,4,TRUE,271
487,GiratinaAltered Forme,Ghost,Dragon,150,100,120,100,120,90,4,TRUE,476
487,GiratinaOrigin Forme,Ghost,Dragon,150,120,100,120,100,90,4,TRUE,475
488,Cresselia,Psychic,,120,70,120,75,130,85,4,FALSE,311
489,Phione,Water,,80,80,80,80,80,80,4,FALSE,145
490,Manaphy,Water,,100,100,100,100,100,100,4,FALSE,222
491,Darkrai,Dark,,70,90,90,135,90,125,4,TRUE,119
492,ShayminLand Forme,Grass,,100,100,100,100,100,100,4,TRUE,223
492,ShayminSky Forme,Grass,Flying,100,103,75,120,75,127,4,TRUE,220
493,Arceus,Normal,,120,120,120,120,120,120,4,TRUE,315
494,Victini,Psychic,Fire,100,100,100,100,100,100,5,TRUE,222
495,Snivy,Grass,,45,45,55,45,55,63,5,FALSE,52
496,Servine,Grass,,60,60,75,60,75,83,5,FALSE,89
497,Serperior,Grass,,75,75,95,75,95,113,5,FALSE,133
498,Tepig,Fire,,65,63,45,45,45,45,5,FALSE,96
499,Pignite,Fire,Fighting,90,93,55,70,55,55,5,FALSE,177
500,Emboar,Fire,Fighting,110,123,65,100,65,65,5,FALSE,262
501,Oshawott,Water,,55,55,45,63,45,45,5,FALSE,73
502,Dewott,Water,,75,75,60,83,60,60,5,FALSE,128
503,Samurott,Water,,95,100,85,108,70,70,5,FALSE,199
504,Patrat,Normal,,45,55,39,35,39,42,5,FALSE,50
505,Watchog,Normal,,60,85,69,60,69,77,5,FALSE,89
506,Lillipup,Normal,,45,60,45,25,45,55,5,FALSE,51
507,Herdier,Normal,,65,80,65,35,65,60,5,FALSE,100
508,Stoutland,Normal,,85,110,90,45,90,80,5,FALSE,166
509,Purrloin,Dark,,41,50,37,50,37,66,5,FALSE,45
510,Liepard,Dark,,64,88,50,88,50,106,5,FALSE,98
511,Pansage,Grass,,50,53,48,53,48,64,5,FALSE,62
512,Simisage,Grass,,75,98,63,98,63,101,5,FALSE,131
513,Pansear,Fire,,50,53,48,53,48,64,5,FALSE,62
514,Simisear,Fire,,75,98,63,98,63,101,5,FALSE,131
515,Panpour,Water,,50,53,48,53,48,64,5,FALSE,63
516,Simipour,Water,,75,98,63,98,63,101,5,FALSE,130
517,Munna,Psychic,,76,25,45,67,55,24,5,FALSE,127
518,Musharna,Psychic,,116,55,85,107,95,29,5,FALSE,286
519,Pidove,Normal,Flying,50,55,50,36,30,43,5,FALSE,59
520,Tranquill,Normal,Flying,62,77,62,50,42,65,5,FALSE,89
521,Unfezant,Normal,Flying,80,115,80,65,55,93,5,FALSE,146
522,Blitzle,Electric,,45,60,32,50,32,76,5,FALSE,52
523,Zebstrika,Electric,,75,100,63,80,63,116,5,FALSE,132
524,Roggenrola,Rock,,55,75,85,25,25,15,5,FALSE,71
525,Boldore,Rock,,70,105,105,50,40,20,5,FALSE,113
526,Gigalith,Rock,,85,135,130,60,80,25,5,FALSE,165
527,Woobat,Psychic,Flying,55,45,43,55,43,72,5,FALSE,72
528,Swoobat,Psychic,Flying,67,57,55,77,55,114,5,FALSE,105
529,Drilbur,Ground,,60,85,40,30,45,68,5,FALSE,86
530,Excadrill,Ground,Steel,110,135,60,50,65,88,5,FALSE,262
531,Audino,Normal,,103,60,86,60,86,50,5,FALSE,231
531,AudinoMega Audino,Normal,Fairy,103,60,126,80,126,50,5,FALSE,234
532,Timburr,Fighting,,75,80,55,25,35,35,5,FALSE,125
533,Gurdurr,Fighting,,85,105,85,40,50,40,5,FALSE,160
534,Conkeldurr,Fighting,,105,140,95,55,65,45,5,FALSE,240
535,Tympole,Water,,50,50,40,50,40,64,5,FALSE,60
536,Palpitoad,Water,Ground,75,65,55,65,55,69,5,FALSE,126
537,Seismitoad,Water,Ground,105,95,75,85,75,74,5,FALSE,240
538,Throh,Fighting,,120,100,85,30,85,45,5,FALSE,307
539,Sawk,Fighting,,75,125,75,30,75,85,5,FALSE,131
540,Sewaddle,Bug,Grass,45,53,70,40,60,42,5,FALSE,53
541,Swadloon,Bug,Grass,55,63,90,50,80,42,5,FALSE,77
542,Leavanny,Bug,Grass,75,103,80,70,80,92,5,FALSE,132
543,Venipede,Bug,Poison,30,45,59,30,39,57,5,FALSE,29
544,Whirlipede,Bug,Poison,40,55,99,40,79,47,5,FALSE,50
545,Scolipede,Bug,Poison,60,100,89,55,69,112,5,FALSE,92
546,Cottonee,Grass,Fairy,40,27,60,37,50,66,5,FALSE,43
547,Whimsicott,Grass,Fairy,60,67,85,77,75,116,5,FALSE,91
548,Petilil,Grass,,45,35,50,70,50,30,5,FALSE,51
549,Lilligant,Grass,,70,60,75,110,75,90,5,FALSE,115
550,Basculin,Water,,70,92,65,80,55,98,5,FALSE,116
551,Sandile,Ground,Dark,50,72,35,35,35,65,5,FALSE,62
552,Krokorok,Ground,Dark,60,82,45,45,45,74,5,FALSE,87
553,Krookodile,Ground,Dark,95,117,80,65,70,92,5,FALSE,201
554,Darumaka,Fire,,70,90,45,15,45,50,5,FALSE,110
555,DarmanitanStandard Mode,Fire,,105,140,55,30,55,95,5,FALSE,238
555,DarmanitanZen Mode,Fire,Psychic,105,30,105,140,105,55,5,FALSE,241
556,Maractus,Grass,,75,86,67,106,67,60,5,FALSE,129
557,Dwebble,Bug,Rock,50,65,85,35,35,55,5,FALSE,63
558,Crustle,Bug,Rock,70,95,125,65,75,45,5,FALSE,118
559,Scraggy,Dark,Fighting,50,75,70,35,70,48,5,FALSE,67
560,Scrafty,Dark,Fighting,65,90,115,45,115,58,5,FALSE,108
561,Sigilyph,Psychic,Flying,72,58,80,103,80,97,5,FALSE,122
562,Yamask,Ghost,,38,30,85,55,65,30,5,FALSE,43
563,Cofagrigus,Ghost,,58,50,145,95,105,30,5,FALSE,87
564,Tirtouga,Water,Rock,54,78,103,53,45,22,5,FALSE,74
565,Carracosta,Water,Rock,74,108,133,83,65,32,5,FALSE,131
566,Archen,Rock,Flying,55,112,45,74,45,70,5,FALSE,78
567,Archeops,Rock,Flying,75,140,65,112,65,110,5,FALSE,133
568,Trubbish,Poison,,50,50,62,40,62,65,5,FALSE,64
569,Garbodor,Poison,,80,95,82,60,82,75,5,FALSE,146
570,Zorua,Dark,,40,65,40,80,40,65,5,FALSE,44
571,Zoroark,Dark,,60,105,60,120,60,105,5,FALSE,90
572,Minccino,Normal,,55,50,40,40,40,75,5,FALSE,72
573,Cinccino,Normal,,75,95,60,65,60,115,5,FALSE,131
574,Gothita,Psychic,,45,30,50,55,65,45,5,FALSE,51
575,Gothorita,Psychic,,60,45,70,75,85,55,5,FALSE,88
576,Gothitelle,Psychic,,70,55,95,95,110,65,5,FALSE,117
577,Solosis,Psychic,,45,30,40,105,50,20,5,FALSE,51
578,Duosion,Psychic,,65,40,50,125,60,30,5,FALSE,98
579,Reuniclus,Psychic,,110,65,75,125,85,30,5,FALSE,261
580,Ducklett,Water,Flying,62,44,50,44,50,55,5,FALSE,89
581,Swanna,Water,Flying,75,87,63,87,63,98,5,FALSE,131
582,Vanillite,Ice,,36,50,50,65,60,44,5,FALSE,37
583,Vanillish,Ice,,51,65,65,80,75,59,5,FALSE,69
584,Vanilluxe,Ice,,71,95,85,110,95,79,5,FALSE,123
585,Deerling,Normal,Grass,60,60,50,40,50,75,5,FALSE,86
586,Sawsbuck,Normal,Grass,80,100,70,60,70,95,5,FALSE,147
587,Emolga,Electric,Flying,55,75,60,75,60,103,5,FALSE,75
588,Karrablast,Bug,,50,75,45,40,45,60,5,FALSE,62
589,Escavalier,Bug,Steel,70,135,105,60,105,20,5,FALSE,122
590,Foongus,Grass,Poison,69,55,45,55,55,15,5,FALSE,106
591,Amoonguss,Grass,Poison,114,85,70,85,80,30,5,FALSE,278
592,Frillish,Water,Ghost,55,40,50,65,85,40,5,FALSE,74
593,Jellicent,Water,Ghost,100,60,70,85,105,60,5,FALSE,217
594,Alomomola,Water,,165,75,80,40,45,65,5,FALSE,559
595,Joltik,Bug,Electric,50,47,50,57,50,65,5,FALSE,62
596,Galvantula,Bug,Electric,70,77,60,97,60,108,5,FALSE,115
597,Ferroseed,Grass,Steel,44,50,91,24,86,10,5,FALSE,55
598,Ferrothorn,Grass,Steel,74,94,131,54,116,20,5,FALSE,132
599,Klink,Steel,,40,55,70,45,60,30,5,FALSE,46
600,Klang,Steel,,60,80,95,70,85,50,5,FALSE,91
601,Klinklang,Steel,,60,100,115,70,85,90,5,FALSE,92
602,Tynamo,Electric,,35,55,40,45,40,60,5,FALSE,37
603,Eelektrik,Electric,,65,85,70,75,70,40,5,FALSE,101
604,Eelektross,Electric,,85,115,80,105,80,50,5,FALSE,164
605,Elgyem,Psychic,,55,55,55,85,55,30,5,FALSE,74
606,Beheeyem,Psychic,,75,75,75,125,95,40,5,FALSE,132
607,Litwick,Ghost,Fire,50,30,55,65,55,20,5,FALSE,61
608,Lampent,Ghost,Fire,60,40,60,95,60,55,5,FALSE,85
609,Chandelure,Ghost,Fire,60,55,90,145,90,80,5,FALSE,93
610,Axew,Dragon,,46,87,60,30,40,57,5,FALSE,56
611,Fraxure,Dragon,,66,117,70,40,50,67,5,FALSE,104
612,Haxorus,Dragon,,76,147,90,60,70,97,5,FALSE,138
613,Cubchoo,Ice,,55,70,40,60,40,40,5,FALSE,72
614,Beartic,Ice,,95,110,80,70,80,50,5,FALSE,201
615,Cryogonal,Ice,,70,50,30,95,135,105,5,FALSE,117
616,Shelmet,Bug,,50,40,85,40,65,25,5,FALSE,64
617,Accelgor,Bug,,80,70,40,100,60,145,5,FALSE,143
618,Stunfisk,Ground,Electric,109,66,84,81,99,32,5,FALSE,255
619,Mienfoo,Fighting,,45,85,50,55,50,65,5,FALSE,54
620,Mienshao,Fighting,,65,125,60,95,60,105,5,FALSE,105
621,Druddigon,Dragon,,77,120,90,60,90,48,5,FALSE,139
622,Golett,Ground,Ghost,59,74,50,35,50,35,5,FALSE,81
623,Golurk,Ground,Ghost,89,124,80,55,80,55,5,FALSE,180
624,Pawniard,Dark,Steel,45,85,70,40,40,60,5,FALSE,55
625,Bisharp,Dark,Steel,65,125,100,60,70,70,5,FALSE,106
626,Bouffalant,Normal,,95,110,95,40,95,55,5,FALSE,201
627,Rufflet,Normal,Flying,70,83,50,37,50,60,5,FALSE,111
628,Braviary,Normal,Flying,100,123,75,57,75,80,5,FALSE,219
629,Vullaby,Dark,Flying,70,55,75,45,65,60,5,FALSE,113
630,Mandibuzz,Dark,Flying,110,65,105,55,95,80,5,FALSE,260
631,Heatmor,Fire,,85,97,66,105,66,65,5,FALSE,164
632,Durant,Bug,Steel,58,109,112,48,48,109,5,FALSE,86
633,Deino,Dark,Dragon,52,65,50,45,50,38,5,FALSE,68
634,Zweilous,Dark,Dragon,72,85,70,65,70,58,5,FALSE,122
635,Hydreigon,Dark,Dragon,92,105,90,125,90,98,5,FALSE,191
636,Larvesta,Bug,Fire,55,85,55,50,55,60,5,FALSE,77
637,Volcarona,Bug,Fire,85,60,65,135,105,100,5,FALSE,164
638,Cobalion,Steel,Fighting,91,90,129,90,72,108,5,TRUE,188
639,Terrakion,Rock,Fighting,91,129,90,72,90,108,5,TRUE,190
640,Virizion,Grass,Fighting,91,90,72,90,129,108,5,TRUE,188
641,TornadusIncarnate Forme,Flying,,79,115,70,125,80,111,5,TRUE,147
641,TornadusTherian Forme,Flying,,79,100,80,110,90,121,5,TRUE,145
642,ThundurusIncarnate Forme,Electric,Flying,79,115,70,125,80,111,5,TRUE,145
642,ThundurusTherian Forme,Electric,Flying,79,105,70,145,80,101,5,TRUE,145
643,Reshiram,Dragon,Fire,100,120,100,150,120,90,5,TRUE,227
644,Zekrom,Dragon,Electric,100,150,120,120,100,90,5,TRUE,227
645,LandorusIncarnate Forme,Ground,Flying,89,125,90,115,80,101,5,TRUE,182
645,LandorusTherian Forme,Ground,Flying,89,145,90,105,80,91,5,TRUE,181
646,Kyurem,Dragon,Ice,125,130,90,130,90,95,5,TRUE,337
646,KyuremBlack Kyurem,Dragon,Ice,125,170,100,120,90,95,5,TRUE,338
646,KyuremWhite Kyurem,Dragon,Ice,125,120,90,170,100,95,5,TRUE,339
647,KeldeoOrdinary Forme,Water,Fighting,91,72,90,129,90,108,5,FALSE,187
647,KeldeoResolute Forme,Water,Fighting,91,72,90,129,90,108,5,FALSE,186
648,MeloettaAria Forme,Normal,Psychic,100,77,77,128,128,90,5,FALSE,224
648,MeloettaPirouette Forme,Normal,Fighting,100,128,90,77,77,128,5,FALSE,222
649,Genesect,Bug,Steel,71,120,95,120,95,99,5,FALSE,124
650,Chespin,Grass,,56,61,65,48,45,38,6,FALSE,76
651,Quilladin,Grass,,61,78,95,56,58,57,6,FALSE,90
652,Chesnaught,Grass,Fighting,88,107,122,74,75,64,6,FALSE,177
653,Fennekin,Fire,,40,45,40,62,60,60,6,FALSE,43
654,Braixen,Fire,,59,59,58,90,70,73,6,FALSE,85
655,Delphox,Fire,Psychic,75,69,72,114,100,104,6,FALSE,132
656,Froakie,Water,,41,56,40,62,44,71,6,FALSE,45
657,Frogadier,Water,,54,63,52,83,56,97,6,FALSE,73
658,Greninja,Water,Dark,72,95,67,103,71,122,6,FALSE,124
659,Bunnelby,Normal,,38,36,38,32,36,57,6,FALSE,38
660,Diggersby,Normal,Ground,85,56,77,50,77,78,6,FALSE,160
661,Fletchling,Normal,Flying,45,50,43,40,38,62,6,FALSE,50
662,Fletchinder,Fire,Flying,62,73,55,56,52,84,6,FALSE,91
663,Talonflame,Fire,Flying,78,81,71,74,69,126,6,FALSE,139
664,Scatterbug,Bug,,38,35,40,27,25,35,6,FALSE,36
665,Spewpa,Bug,,45,22,60,27,30,29,6,FALSE,50
666,Vivillon,Bug,Flying,80,52,50,90,50,89,6,FALSE,141
667,Litleo,Fire,Normal,62,50,58,73,54,72,6,FALSE,90
668,Pyroar,Fire,Normal,86,68,72,109,66,106,6,FALSE,165
669,Flabébé,Fairy,,44,38,39,61,79,42,6,FALSE,53
670,Floette,Fairy,,54,45,47,75,98,52,6,FALSE,74
671,Florges,Fairy,,78,65,68,112,154,75,6,FALSE,145
672,Skiddo,Grass,,66,65,48,62,57,52,6,FALSE,102
673,Gogoat,Grass,,123,100,62,97,81,68,6,FALSE,321
674,Pancham,Fighting,,67,82,62,46,48,43,6,FALSE,103
675,Pangoro,Fighting,Dark,95,124,78,69,71,58,6,FALSE,200
676,Furfrou,Normal,,75,80,60,65,90,102,6,FALSE,133
677,Espurr,Psychic,,62,48,54,63,60,68,6,FALSE,91
678,MeowsticMale,Psychic,,74,48,76,83,81,104,6,FALSE,126
678,MeowsticFemale,Psychic,,74,48,76,83,81,104,6,FALSE,127
679,Honedge,Steel,Ghost,45,80,100,35,37,28,6,FALSE,55
680,Doublade,Steel,Ghost,59,110,150,45,49,35,6,FALSE,88
681,AegislashBlade Forme,Steel,Ghost,60,150,50,150,50,60,6,FALSE,92
681,AegislashShield Forme,Steel,Ghost,60,50,150,50,150,60,6,FALSE,96
682,Spritzee,Fairy,,78,52,60,63,65,23,6,FALSE,135
683,Aromatisse,Fairy,,101,72,72,99,89,29,6,FALSE,223
684,Swirlix,Fairy,,62,48,66,59,57,49,6,FALSE,89
685,Slurpuff,Fairy,,82,80,86,85,75,72,6,FALSE,152
686,Inkay,Dark,Psychic,53,54,53,37,46,45,6,FALSE,67
687,Malamar,Dark,Psychic,86,92,88,68,75,73,6,FALSE,166
688,Binacle,Rock,Water,42,52,67,39,56,50,6,FALSE,48
689,Barbaracle,Rock,Water,72,105,115,54,86,68,6,FALSE,126
690,Skrelp,Poison,Water,50,60,60,60,60,30,6,FALSE,65
691,Dragalge,Poison,Dragon,65,75,90,97,123,44,6,FALSE,107
692,Clauncher,Water,,50,53,62,58,63,44,6,FALSE,65
693,Clawitzer,Water,,71,73,88,120,89,59,6,FALSE,120
694,Helioptile,Electric,Normal,44,38,33,61,43,70,6,FALSE,49
695,Heliolisk,Electric,Normal,62,55,52,109,94,109,6,FALSE,95
696,Tyrunt,Rock,Dragon,58,89,77,45,45,48,6,FALSE,81
697,Tyrantrum,Rock,Dragon,82,121,119,69,59,71,6,FALSE,156
698,Amaura,Rock,Ice,77,59,50,67,63,46,6,FALSE,131
699,Aurorus,Rock,Ice,123,77,72,99,92,58,6,FALSE,321
